LID,Glottocode,Language,Microrelation,Macrorelation,LocusOfMarkingComments,IsDefaultLocusOfMarking,LocusOfMarking,LocusOfMarkingBinned6,LocusOfMarkingBinned5,LocusOfMarkingCategoryCondition,LocusOfMarkingSyntacticDomainCondition,LocusOfMarkingSemanticDomainCondition
583,hebr1245,Hebrew (Modern),POSS-default,POSS,"Unclear what’s the default. I take the prepositional genitive (shel) and not the construct state to be the default because it has the least Part of Speech restrictions. Construct state ony occurs with nominal possessor; pronouns are marked by headward migrated clitics. And construct states are not available for all nouns, not eg for may loanwords, and not for pronouns (‘something of wood’) and not for proper names (‘France of the days/ nowadays’)",FALSE,D on H,D on H,FloatingorClitic,Pro,nominal,non-SAP
533,imba1240,Quechua (Imbabura),S-default,S,"SW log.  Cole pp. 69, 102.",TRUE,H+D,2,2,,,
533,imba1240,Quechua (Imbabura),A-default,A,"SW log.  Cole pp. 69, 102.",TRUE,H+D,2,2,,,
533,imba1240,Quechua (Imbabura),U-default,P,"SW log.  Cole p. 70.1st person singular obj. is normally marked on verb.",TRUE,D,D,D,,,
533,imba1240,Quechua (Imbabura),U-default,P,"SW log.  Cole p. 70.1st person singular obj. is normally marked on verb.",FALSE,H+D,2,2,1PERS,nominal,SAP
533,imba1240,Quechua (Imbabura),B-default,P,"SW log.  Cole p. 70.Marked with dative case.",TRUE,D,D,D,,,
533,imba1240,Quechua (Imbabura),POSS-default,POSS,SW log.  Cole p. 115.,TRUE,D,D,D,,,
533,imba1240,Quechua (Imbabura),ATTR-default,ATTR,SW log.  Cole p. 73.,TRUE,Ø,Ø,Ø,,,
433,gily1242,Nivkh,A-default,A,,TRUE,Ø,Ø,Ø,,,
433,gily1242,Nivkh,U-default,P,Agreement prefix and number agreement suffix,TRUE,HH,H,H,,,
433,gily1242,Nivkh,S-default,S,Number agreement,TRUE,H,H,H,,,
433,gily1242,Nivkh,ATTR-default,ATTR,Initial lenition; like construct state,TRUE,H,H,H,,,
433,gily1242,Nivkh,POSS-default,POSS,I assume there is no argument doubling with poss. agreement. But I am not sure,TRUE,H,H,H,N,nominal,noun-like
433,gily1242,Nivkh,POSS-default,POSS,I assume there is no argument doubling with poss. agreement. But I am not sure,FALSE,D on H,D on H,FloatingorClitic,Pro,nominal,non-SAP
643,sout2778,Kisi,A-default,A,strict SVO or SAuxVO,TRUE,P,,,,,
643,sout2778,Kisi,U-default,P,strict SVO or SAuxVO,TRUE,P,,,,,
643,sout2778,Kisi,S-default,S,strict SVO or SAuxVO,TRUE,P,,,,,
643,sout2778,Kisi,POSS-default,POSS,the possessor is marked by the noun class suffix of the possessed.,TRUE,D,D,D,,,
643,sout2778,Kisi,ATTR-default,ATTR,the adjective agrees in noun class with the head.,TRUE,D,D,D,,,
109,iauu1242,Iau,A-default,A,,TRUE,Ø,Ø,Ø,,,
109,iauu1242,Iau,U-default,P,,TRUE,Ø,Ø,Ø,,,
109,iauu1242,Iau,S-default,S,,TRUE,Ø,Ø,Ø,,,
644,kari1255,Kiriri (Kipea),S-default,S,,TRUE,H,H,H,,,
644,kari1255,Kiriri (Kipea),A-default,A,"Verb agreement and case word.  This is for verbs taking ergative case frame; for those with accusative-like behavior, verb agreement only (case marking is zero).  Though Larsen 1984 does not count the verbs or indicate which class is open, I assume that the ergative class, unless truly small, is the default class (by definition of ergativity as split). [JN 4-2-2002]",TRUE,H+D,2,2,,,
644,kari1255,Kiriri (Kipea),A-default,A,"Verb agreement and case word.  This is for verbs taking ergative case frame; for those with accusative-like behavior, verb agreement only (case marking is zero).  Though Larsen 1984 does not count the verbs or indicate which class is open, I assume that the ergative class, unless truly small, is the default class (by definition of ergativity as split). [JN 4-2-2002]",FALSE,H,H,H,,,
644,kari1255,Kiriri (Kipea),U-default,P,"Default is for verbs taking ergative case frame; for those with accusative-like behavior, case marking is nonzero.  Though Larsen 1984 does not count the verbs or indicate which class is open, I assume that the ergative class, unless truly small, is the default class (by definition of ergativity as split). [JN 4-2-2002]",TRUE,D,D,D,,,
644,kari1255,Kiriri (Kipea),U-default,P,"Default is for verbs taking ergative case frame; for those with accusative-like behavior, case marking is nonzero.  Though Larsen 1984 does not count the verbs or indicate which class is open, I assume that the ergative class, unless truly small, is the default class (by definition of ergativity as split). [JN 4-2-2002]",FALSE,H,H,H,,,
644,kari1255,Kiriri (Kipea),B-default,P,Dative case word.,TRUE,D,D,D,,,
644,kari1255,Kiriri (Kipea),POSS-default,POSS,"Default is alienables, which are “nonpossessible” and take a generic possessive appositive noun (which has head-marked possession, usually prefixal) and a preposition on the possessor.  Alternate is inalienables, which have prefixal head-marked possession.",TRUE,H+D,2,2,,,
644,kari1255,Kiriri (Kipea),POSS-default,POSS,"Default is alienables, which are “nonpossessible” and take a generic possessive appositive noun (which has head-marked possession, usually prefixal) and a preposition on the possessor.  Alternate is inalienables, which have prefixal head-marked possession.",FALSE,H,H,H,,,
390,ngar1284,Ungarinjin,S-default,S,"Subject prefix on verb.  A, S, and U all take no case word (i.e. have zero marking, if the set of case words is analyzed as a paradigm).",TRUE,H,H,H,,,
390,ngar1284,Ungarinjin,A-default,A,"Subject prefix on verb.  A, S, and U all take no case word (i.e. have zero marking, if the set of case words is analyzed as a paradigm).",TRUE,H,H,H,,,
390,ngar1284,Ungarinjin,U-default,P,"Object prefix on verb.  A, S, and U all take no case word (i.e. have zero marking, if the set of case words is analyzed as a paradigm).",TRUE,H,H,H,,,
390,ngar1284,Ungarinjin,B-default,P,Dative case word.,TRUE,D,D,D,,,
390,ngar1284,Ungarinjin,POSS-default,POSS,Dative case word.,TRUE,D,D,D,,,
390,ngar1284,Ungarinjin,POSS-default,POSS,Dative case word.,FALSE,H,H,H,N-inal,nominal,noun-like
55,high1242,Chontal (Highland),S-default,S,Person-number subject prefix.  Coexponence:  Tense.,TRUE,H,H,H,,,
55,high1242,Chontal (Highland),A-default,A,Person-number subject prefix.  Coexponence:  Tense.,TRUE,H,H,H,,,
55,high1242,Chontal (Highland),U-default,P,Person-number object suffix.,TRUE,H,H,H,,,
55,high1242,Chontal (Highland),B-default,P,Applicative affix.   The brief set of syntax examples (Turner 1971:329) indicates that even B has no dependent marking.  -- Verb agreement is PO [JN 4-25-2005].,TRUE,H,H,H,,,
55,high1242,Chontal (Highland),POSS-default,POSS,Possessive prefix.,TRUE,H,H,H,,,
645,hata1243,Hatam,S-default,S,,TRUE,H,H,H,,,
645,hata1243,Hatam,A-default,A,,TRUE,H,H,H,,,
645,hata1243,Hatam,U-default,P,,TRUE,Ø,Ø,Ø,,,
645,hata1243,Hatam,B-default,P,,TRUE,D,D,D,,,
645,hata1243,Hatam,POSS-default,POSS,"Alt. is inalienables.Defrault changed from D on H.  (Type is [my father [his house]], which is H with isolating pronominal agreement.)  JN 8-17-2003",TRUE,H,H,H,,,
645,hata1243,Hatam,POSS-default,POSS,"Alt. is inalienables.Defrault changed from D on H.  (Type is [my father [his house]], which is H with isolating pronominal agreement.)  JN 8-17-2003",FALSE,H,H,H,N-inal,nominal,noun-like
383,trum1247,Trumaí,S-default,S,"Default is verb with adjacent non-third-person-anaphoric S/O.  Third person anaphoric S/O is expressed with verbal enclitic [and no overt pronoun].  Non-adjacent S/O triggers verbal enclitic.  Though both of these alternates are common, I assume they are not default.",TRUE,D,D,D,,,
383,trum1247,Trumaí,S-default,S,"Default is verb with adjacent non-third-person-anaphoric S/O.  Third person anaphoric S/O is expressed with verbal enclitic [and no overt pronoun].  Non-adjacent S/O triggers verbal enclitic.  Though both of these alternates are common, I assume they are not default.",FALSE,H+D,2,2,,,
383,trum1247,Trumaí,A-default,A,,TRUE,D,D,D,,,
383,trum1247,Trumaí,U-default,P,"Default is verb with adjacent non-third-person-anaphoric S/O.  Third person anaphoric S/O is expressed with verbal enclitic [and no overt pronoun].  Non-adjacent S/O triggers verbal enclitic.  Though both of these alternates are common, I assume they are not default.",TRUE,D,D,D,,,
383,trum1247,Trumaí,U-default,P,"Default is verb with adjacent non-third-person-anaphoric S/O.  Third person anaphoric S/O is expressed with verbal enclitic [and no overt pronoun].  Non-adjacent S/O triggers verbal enclitic.  Though both of these alternates are common, I assume they are not default.",FALSE,H+D,2,2,,,
383,trum1247,Trumaí,B-default,P,,TRUE,D,D,D,,,
383,trum1247,Trumaí,POSS-default,POSS,Inalienables have H for third person only.,TRUE,D,D,D,,,
383,trum1247,Trumaí,POSS-default,POSS,Inalienables have H for third person only.,FALSE,Ø,Ø,Ø,N-inal,nominal,noun-like
383,trum1247,Trumaí,POSS-default,POSS,Inalienables have H for third person only.,FALSE,H,H,H,N-inal,nominal,noun-like
383,trum1247,Trumaí,ATTR-default,ATTR,,TRUE,Ø,Ø,Ø,,,
646,xokl1240,Xokleng,S-default,S,S/O has zero member of isolating case formative paradigm.,TRUE,H+D,2,2,,,
646,xokl1240,Xokleng,U-default,P,S/O has zero member of isolating case formative paradigm.,TRUE,D,D,D,,,
646,xokl1240,Xokleng,A-default,A,,TRUE,H+D,2,2,,,
646,xokl1240,Xokleng,B-default,P,,TRUE,D,D,D,,,
646,xokl1240,Xokleng,POSS-default,POSS,Default changed from D on H.  Type is [my dad [his house]]. [JN 8-17-2003],TRUE,H,H,H,,,
646,xokl1240,Xokleng,POSS-default,POSS,Default changed from D on H.  Type is [my dad [his house]]. [JN 8-17-2003],FALSE,Ø,Ø,Ø,Pro,nominal,non-SAP
416,yank1247,Yankunytjara,S-default,S,Personal pronouns have F as optional alternative to D.,TRUE,D,D,D,,,
416,yank1247,Yankunytjara,S-default,S,Personal pronouns have F as optional alternative to D.,FALSE,F,F,FloatingorClitic,,,
416,yank1247,Yankunytjara,A-default,A,Personal pronouns have F as optional alternative to D.,TRUE,D,D,D,,,
416,yank1247,Yankunytjara,A-default,A,Personal pronouns have F as optional alternative to D.,FALSE,F,F,FloatingorClitic,,,
416,yank1247,Yankunytjara,U-default,P,Personal pronouns have F as optional alternative to D.,TRUE,D,D,D,,,
416,yank1247,Yankunytjara,U-default,P,Personal pronouns have F as optional alternative to D.,FALSE,F,F,FloatingorClitic,,,
416,yank1247,Yankunytjara,B-default,P,Maybe personal pronouns have F as optional alternative to D; check again.,TRUE,D,D,D,,,
416,yank1247,Yankunytjara,POSS-default,POSS,Maybe personal pronouns have F as optional alternative to D; check again.,TRUE,D,D,D,,,
514,cent2142,Aymara,S-default,S,,TRUE,H+D,2,2,,,
514,cent2142,Aymara,A-default,A,,TRUE,H+D,2,2,,,
514,cent2142,Aymara,U-default,P,,TRUE,H+D,2,2,,,
514,cent2142,Aymara,B-default,P,B is secondary object.  Verb agrees with primary object.  Secondary object apparently has DOM (though I am not sure).,TRUE,D,D,D,,,
514,cent2142,Aymara,POSS-default,POSS,,TRUE,H+D,2,2,,,
514,cent2142,Aymara,ATTR-default,ATTR,B is secondary object.  Verb agrees with primary object.  Secondary object apparently has DOM (though I am not sure).,TRUE,Ø,Ø,Ø,,,
332,pipi1250,Pipil,S-default,S,,TRUE,H,H,H,,,
332,pipi1250,Pipil,A-default,A,,TRUE,H,H,H,,,
332,pipi1250,Pipil,U-default,P,Appears to be primary/secondary object.,TRUE,H,H,H,,,
332,pipi1250,Pipil,B-default,P,"Appears to be primary/secondary object.  Verb takes only one object pronominal, and that seems to refer to the recipient in most exxamples.  I have provided for that in the U coding, but list it as an alternative here too.",TRUE,Ø,Ø,Ø,,,
332,pipi1250,Pipil,B-default,P,"Appears to be primary/secondary object.  Verb takes only one object pronominal, and that seems to refer to the recipient in most exxamples.  I have provided for that in the U coding, but list it as an alternative here too.",FALSE,H,H,H,,,
332,pipi1250,Pipil,POSS-default,POSS,,TRUE,H,H,H,,,
200,sout2994,Nambikwara,S-default,S,,TRUE,H,H,H,,,
200,sout2994,Nambikwara,A-default,A,,TRUE,H,H,H,,,
200,sout2994,Nambikwara,U-default,P,Primary object.,TRUE,H,H,H,,,
200,sout2994,Nambikwara,B-default,P,"Primary object language, apparently, but it also looks as though benefactives can be added at will and there is a benefactive suffix.",TRUE,H,H,H,,,
200,sout2994,Nambikwara,POSS-default,POSS,Possessive prefix.,TRUE,H,H,H,,,
200,sout2994,Nambikwara,ATTR-default,ATTR,NP-final classifier.,TRUE,F,F,FloatingorClitic,,,
648,boro1282,Bororo,S-default,S,,TRUE,H,H,H,,,
648,boro1282,Bororo,A-default,A,,TRUE,F,F,FloatingorClitic,,,
648,boro1282,Bororo,U-default,P,,TRUE,H,H,H,,,
648,boro1282,Bororo,B-default,P,,TRUE,D,D,D,,,
648,boro1282,Bororo,POSS-default,POSS,"Default = alienable with noun possessor.  Default changed from D on H to plain H.  (Type is [my father [his house]], H with (isolating) pronominal agreement.)  JN 8-17-2003",TRUE,H,H,H,,,
648,boro1282,Bororo,POSS-default,POSS,"Default = alienable with noun possessor.  Default changed from D on H to plain H.  (Type is [my father [his house]], H with (isolating) pronominal agreement.)  JN 8-17-2003",FALSE,D,D,D,N-alien,nominal,noun-like
648,boro1282,Bororo,POSS-default,POSS,"Default = alienable with noun possessor.  Default changed from D on H to plain H.  (Type is [my father [his house]], H with (isolating) pronominal agreement.)  JN 8-17-2003",FALSE,H,H,H,N-inal,nominal,noun-like
365,pure1242,Tarascan,S-default,S,"Case (zero-affixed nominative) plus verb agreement.Friedrich 1984:75-6.",TRUE,H+D,2,2,,,
365,pure1242,Tarascan,A-default,A,"Case (zero-affixed nominative) plus verb agreement.Friedrich 1984:75-6.",TRUE,H+D,2,2,,,
365,pure1242,Tarascan,U-default,P,"Objective case, used for both U and B.Friedrich 1984:75-6.Chamereau 55ff. has exs. that appear to be cliticization of object pronouns in Wackernagel position (and often on the verb). [JN 5-10-2002]",TRUE,D,D,D,,,
365,pure1242,Tarascan,U-default,P,"Objective case, used for both U and B.Friedrich 1984:75-6.Chamereau 55ff. has exs. that appear to be cliticization of object pronouns in Wackernagel position (and often on the verb). [JN 5-10-2002]",FALSE,F,F,FloatingorClitic,,,
365,pure1242,Tarascan,B-default,P,"Objective case, used for both U and B.Friedrich 1984:75-6.Chamereau p. 58:  ex. with B indexed on verb.  (Maybe H, maybe F.)",TRUE,D,D,D,,,
365,pure1242,Tarascan,B-default,P,"Objective case, used for both U and B.Friedrich 1984:75-6.Chamereau p. 58:  ex. with B indexed on verb.  (Maybe H, maybe F.)",FALSE,H,H,H,,,
365,pure1242,Tarascan,B-default,P,"Objective case, used for both U and B.Friedrich 1984:75-6.Chamereau p. 58:  ex. with B indexed on verb.  (Maybe H, maybe F.)",FALSE,F,F,FloatingorClitic,,,
365,pure1242,Tarascan,POSS-default,POSS,Genitive case.  Friedrich 1984:75-6.,TRUE,D,D,D,,,
53,chit1248,Chitimacha,S-default,S,,TRUE,H,H,H,,,
53,chit1248,Chitimacha,A-default,A,,TRUE,H,H,H,,,
53,chit1248,Chitimacha,U-default,P,,TRUE,H,H,H,1PERS,nominal,SAP
53,chit1248,Chitimacha,B-default,P,No information.,,,,,,,
53,chit1248,Chitimacha,POSS-default,POSS,Swadesh 1946:333.,TRUE,Ø,Ø,Ø,,,
422,yuch1247,Yuchi,S-default,S,,TRUE,H,H,H,,,
422,yuch1247,Yuchi,A-default,A,,TRUE,H,H,H,,,
422,yuch1247,Yuchi,U-default,P,,TRUE,H,H,H,,,
422,yuch1247,Yuchi,B-default,P,"There is an “IO” suffix, but it appears to be benefactive or something.  No information on how the noun is treated.",TRUE,,,,,,
422,yuch1247,Yuchi,POSS-default,POSS,,TRUE,H,H,H,,,
148,kung1261,!Kung,S-default,S,"No explicit discussion of clause role marking; information gleaned from examples and lack of mention of cases.Some intransitive verbs (irregular ones) agree in number with their subject (Snyman 1970:131-2).",TRUE,Ø,Ø,Ø,,,
148,kung1261,!Kung,S-default,S,"No explicit discussion of clause role marking; information gleaned from examples and lack of mention of cases.Some intransitive verbs (irregular ones) agree in number with their subject (Snyman 1970:131-2).",FALSE,H,H,H,,,
148,kung1261,!Kung,A-default,A,No explicit discussion of clause role marking; information gleaned from examples.,TRUE,Ø,Ø,Ø,,,
148,kung1261,!Kung,U-default,P,Some verbs (irregular verbs) agree in number with their objects (Snyman 1970:124ff.).,TRUE,Ø,Ø,Ø,,,
148,kung1261,!Kung,U-default,P,Some verbs (irregular verbs) agree in number with their objects (Snyman 1970:124ff.).,FALSE,H,H,H,,,
148,kung1261,!Kung,B-default,P,Couldn’t find information.,,,,,,,
148,kung1261,!Kung,POSS-default,POSS,,TRUE,Ø,Ø,Ø,,,
148,kung1261,!Kung,POSS-default,POSS,,FALSE,d on h,D on H,FloatingorClitic,,,
71,dyir1250,Dyirbal,S-default,S,,TRUE,D,D,D,,,
71,dyir1250,Dyirbal,A-default,A,,TRUE,D,D,D,,,
71,dyir1250,Dyirbal,U-default,P,,TRUE,D,D,D,,,
71,dyir1250,Dyirbal,B-default,P,,TRUE,D,D,D,,,
71,dyir1250,Dyirbal,POSS-default,POSS,,TRUE,D,D,D,,,
71,dyir1250,Dyirbal,POSS-default,POSS,,FALSE,Ø,Ø,Ø,N-inal,nominal,noun-like
423,nort2745,Yukagir (Tundra),S-default,S,"Nom. (zero) case plus verb agreement.Based on quick survey of intro. chapter of Maslova 1998; check in more detail later.",TRUE,H+D,2,2,,,
423,nort2745,Yukagir (Tundra),A-default,A,"Nom. (zero) case plus verb agreement.Based on quick survey of intro. chapter of Maslova 1998; check in more detail later.",TRUE,H+D,2,2,,,
423,nort2745,Yukagir (Tundra),U-default,P,"Accusative caseBased on quick survey of intro. chapter of Maslova 1998; check in more detail later.",TRUE,D,D,D,,,
423,nort2745,Yukagir (Tundra),B-default,P,"Accusative caseBased on quick survey of intro. chapter of Maslova 1998; check in more detail later.",TRUE,D,D,D,,,
423,nort2745,Yukagir (Tundra),POSS-default,POSS,"Juxtaposition or H (3rd person only).  Identical for nouns and pronouns.  Hard to decide which is basic, Ø orH.NB:  This is different from the information on possession in my old database (based on Krejnovich 1958).",TRUE,Ø,Ø,Ø,,,
423,nort2745,Yukagir (Tundra),POSS-default,POSS,"Juxtaposition or H (3rd person only).  Identical for nouns and pronouns.  Hard to decide which is basic, Ø orH.NB:  This is different from the information on possession in my old database (based on Krejnovich 1958).",FALSE,H,H,H,,,
69,nubi1251,Nubian (Dongolese),S-default,S,Armbruster p. 2903 (verb subj. agr.) and 158 (noun cases); 320 (case functions).,TRUE,H+D,2,2,,,
69,nubi1251,Nubian (Dongolese),A-default,A,Armbruster p. 2903 (verb subj. agr.) and 158 (noun cases); 320 (case functions).,TRUE,H+D,2,2,,,
