"LID","Language","Stock","LowestSubBranch","MajorBranch","QuasiStock","SubBranch","LanguageAlternativeNames","Genesis","Longitude","Latitude","NearProtoHomeland","Modality","LocalRegion","SubSubBranch","StockAlternativeName","StockAllNames","LanguageAllNames","Subsistence","ISO639.3","Glottocode.2014","Glottocode","OriginContinent","Continent","Area","Macrocontinent"
1041,"Burum","Finisterre-Huon",,"Huon",,"Western Huon","Burum","regular",147.33,-6.5,"FALSE","spoken",,,,,"Burum, Burum",,"bmu","buru1306","buru1306","Pacific","NG and Oceania","N Coast New Guinea","Pacific"
1042,"Bemba","Benue-Congo",,"Bantoid","Niger-Congo","Bantu (narrow)","Bemba","regular",28.25,-10,"FALSE","spoken",,,,,"Bemba, Bemba",,"bem","bemb1257","bemb1257","Africa","Africa","S Africa","Africa"
1043,"Bontok","Austronesian",,"Malayo-Polynesian",,"Western Malayo-Polynesian non-clade","Bontok, Central Bontok (?)","regular",120.92,17.08,"FALSE","spoken",,,,,"Bontok, Bontok, Central Bontok (?)",,"bnc","cent2083","bont1247","Eurasia","S/SE Asia","Oceania","Eurasia"
1044,"Banawá","Arawan",,,,,"Banawa,Banawá","regular",-65,-7,"FALSE","spoken",,,"Arauan","Arawan, Arauan","Banawá, Banawa,Banawá","agricultural/pastoral","jaa","jama1261","jama1261","South America","S America","NE South America","Americas"
1045,"Bobangi","Benue-Congo",,"Bantoid","Niger-Congo","Bantu (narrow)","Bobangi","regular",17.33,-1.33,"FALSE","spoken",,,,,"Bobangi, Bobangi",,"bni","bang1354","bang1354","Africa","Africa","S Africa","Africa"
1046,"Bantik","Austronesian",,"Malayo-Polynesian",,"Western Malayo-Polynesian non-clade","Bantik","regular",124.75,1.42,"FALSE","spoken",,,,,"Bantik, Bantik",,"bnq","bant1286","bant1286","Eurasia","NG and Oceania","Oceania","Pacific"
1047,"Bora","Boran",,,"Boran-Huitotoan, Boran-Witotoan",,"Bora","regular",-72.33,-2.17,"FALSE","spoken",,,,"Boran","Bora, Bora","agricultural/pastoral","boa","bora1263","bora1263","South America","S America","NE South America","Americas"
1048,"Barbareño","Chumashan",,"Southern Chumashan",,,"Chumash (Barbareño)","regular",-120.25,34.5,"FALSE","spoken",,,,,"Barbareño, Chumash (Barbareño)","hunting/fishing/foraging","boi","barb1263","barb1263","North America","W N America","California","Americas"
1049,"Bole","Chadic","Bole-Angas group","West Chadic","Afroasiatic","West - A (West Chadic)","Bole","regular",11.25,11.33,"FALSE","spoken",,,,,"Bole, Bole",,"bol","nucl1695","nucl1695","Africa","Africa","African Savannah","Africa"
1050,"Birom","Benue-Congo",,"Platoid","Niger-Congo",,"Birom","regular",8.83,9.67,"FALSE","spoken",,,,,"Birom, Birom",,"bom","bero1242","bero1242","Africa","Africa","African Savannah","Africa"
1051,"Baragaunle","Sino-Tibetan",,"Bodic",,"Tamangic (TGTM)","Baragaunle","regular",83.83,28.83,"FALSE","spoken","Himalaya",,,,"Baragaunle, Baragaunle",,"loy","lowa1242","lowa1242","Eurasia","S/SE Asia","Indic","Eurasia"
1053,"Bongo","Bongo-Bagirmi",,,"Central Sudanic",,"Bongo","regular",28.5,7.5,"FALSE","spoken",,,,"Bongo-Bagirmi","Bongo, Bongo",,"bot","bong1285","bong1285","Africa","Africa","African Savannah","Africa"
1054,"Bozo (Tigemaxo)","Mande",,"West Mande","Macro-Niger-Congo",,"Bozo (Tigemaxo)","regular",-4,15,"FALSE","spoken",,,,,"Bozo (Tigemaxo), Bozo (Tigemaxo)",,"boz","tiey1235","tiey1235","Africa","Africa","African Savannah","Africa"
1055,"Kaure","Kaure",,,,,"Kaure","regular",140.08,-3.42,"FALSE","spoken",,,,"Kaure","Kaure, Kaure","agricultural/pastoral","bpp","kaur1271","kaur1271","Pacific","NG and Oceania","N Coast New Guinea","Pacific"
1056,"Bugis","Austronesian",,"Malayo-Polynesian",,"Western Malayo-Polynesian non-clade","Bugis, Buginese, Bugi, Boegineesche, Boeginezen, Ugi, De', Rappang Buginese","regular",120,-4,"FALSE","spoken",,"South Sulawesi",,,"Bugis, Bugis, Buginese, Bugi, Boegineesche, Boeginezen, Ugi, De', Rappang Buginese",,"bug","bugi1244","bugi1244","Eurasia","NG and Oceania","Oceania","Pacific"
1057,"Bongu","Madang",,"Rai Coast",,,"Bongu","regular",145.92,-5.5,"FALSE","spoken",,,,,"Bongu, Bongu",,"bpu","bong1291","bong1291","Pacific","NG and Oceania","N Coast New Guinea","Pacific"
1058,"Boko","Mande",,"East Mande","Macro-Niger-Congo",,"Boko","regular",3.5,10.5,"FALSE","spoken",,,,,"Boko, Boko",,"bqc","boko1266","boko1266","Africa","Africa","African Savannah","Africa"
1059,"Busa","Mande",,"East Mande","Macro-Niger-Congo",,"Busa","regular",4,9.67,"FALSE","spoken",,,,,"Busa, Busa","hunting/fishing/foraging","bqp","busa1253","busa1253","Africa","Africa","African Savannah","Africa"
1060,"Kata Kolok","Kata Kolok",,,,,"Kata Kolok","regular",115.17,-8.25,"FALSE","signed",,,,"Kata Kolok","Kata Kolok, Kata Kolok",,"bqy","beng1239","beng1239","Eurasia","S/SE Asia","Southeast Asia","Eurasia"
1061,"Brao","Austroasiatic",,"Eastern Mon-Khmer",,"Bahnaric","Brao","regular",107.5,14.17,"FALSE","spoken",,,,,"Brao, Brao",,"brb","lave1249","lave1249","Eurasia","S/SE Asia","Southeast Asia","Eurasia"
1062,"Berbice Dutch Creole","Berbice Dutch Creole",,,,,"Berbice Dutch Creole","creole",-58,5.33,"FALSE","spoken",,,,"Berbice Dutch Creole","Berbice Dutch Creole, Berbice Dutch Creole",,"brc","berb1259","berb1259","South America","S America","NE South America","Americas"
1063,"Baure","Arawakan",,"Bolivian",,,"Baure","regular",-64.17,-13.08,"FALSE","spoken",,,,,"Baure, Baure",,"brg","baur1253","baur1253","South America","S America","NE South America","Americas"
1064,"Bakueri","Benue-Congo",,"Bantoid","Niger-Congo","Bantu (narrow)","Bakueri","regular",9.25,4.25,"FALSE","spoken",,,,,"Bakueri, Bakueri",,"bri","mokp1239","mokp1239","Africa","Africa","African Savannah","Africa"
1065,"Barambu","Adamawa-Ubangi",,,"Niger-Congo",,"Barambu","regular",27,3.5,"FALSE","spoken",,,,"Adamawa-Ubangi","Barambu, Barambu",,"brm","bara1361","bara1361","Africa","Africa","S Africa","Africa"
1066,"Boruca","Chibchan",,"Talamanca",,,"Boruca","regular",-83.25,8.83,"FALSE","spoken",,,,,"Boruca, Boruca",,"brn","boru1252","boru1252","North America","C America","Mesoamerica","Americas"
1067,"Breton","Indo-European",,"Italic-Celtic","Indo-Uralic","Celtic","Breton","regular",-3,48,"FALSE","spoken",,,,,"Breton, Breton",,"bre","bret1244","bret1244","Eurasia","W and SW Eurasia","Europe","Eurasia"
1068,"Bru (Eastern)","Austroasiatic",,"Eastern Mon-Khmer",,"Katuic","Bru (Eastern)","regular",106,17.33,"FALSE","spoken",,,,,"Bru (Eastern), Bru (Eastern)",,"bru","east2332","east2332","Eurasia","S/SE Asia","Southeast Asia","Eurasia"
1069,"Bru (Western)","Austroasiatic",,"Eastern Mon-Khmer",,"Katuic","Bru (Western)","regular",104.75,16.75,"FALSE","spoken",,,,,"Bru (Western), Bru (Western)",,"brv","west2397","west2397","Eurasia","S/SE Asia","Southeast Asia","Eurasia"
1070,"Bodo","Sino-Tibetan",,"Brahmaputran (Sal)",,"Bodo-Koch (Barish, Bodo-Garo)","Bodo","regular",92,26.5,"FALSE","spoken",,"Bodo",,,"Bodo, Bodo",,"brx","bodo1269","bodo1269","Eurasia","S/SE Asia","Indic","Eurasia"
1071,"Basari","North Atlantic",,,"Macro-Niger-Congo",,"Basari","regular",-13,12.67,"FALSE","spoken",,,,"North Atlantic","Basari, Basari",,"bsc","bass1258","bass1258","Africa","Africa","African Savannah","Africa"
1072,"Kati (Afghanistan)","Indo-European",,"Indo-Iranian","Indo-Uralic","Nuristani","Kati (Afghanistan)","regular",70,35.5,"FALSE","spoken",,,,,"Kati (Afghanistan), Kati (Afghanistan)",,"bsh","kati1270","kati1270","Eurasia","S/SE Asia","Indic","Eurasia"
1073,"Baga Sitemu","South Atlantic",,,"Macro-Niger-Congo",,"Baga Sitemu","regular",-14.5,10.5,"FALSE","spoken",,,,"South Atlantic","Baga Sitemu, Baga Sitemu",,"bsp","baga1272","baga1272","Africa","Africa","African Savannah","Africa"
1074,"Bayso","Cushitic",,"Eastern Cushitic","Afroasiatic",,"Bayso","regular",37.75,6.25,"FALSE","spoken",,,,,"Bayso, Bayso",,"bsw","bais1246","bais1246","Africa","Africa","Greater Abyssinia","Africa"
1075,"Basque (Souletin)","Basque",,,,,"Basque (Souletin)","regular",-1.5,43.5,"FALSE","spoken",,,,,"Basque (Souletin), Basque (Souletin)",,"eus","basq1248","basq1248","Eurasia","W and SW Eurasia","Europe","Eurasia"
1076,"Biatah","Austronesian",,"Malayo-Polynesian",,"Land Dayak","Biatah, Biatah Bidayuh","regular",110,1.25,"FALSE","spoken",,,,,"Biatah, Biatah, Biatah Bidayuh",,"bth","biat1246","biat1246","Eurasia","S/SE Asia","Southeast Asia","Eurasia"
1077,"Batak","Austronesian",,"Malayo-Polynesian",,"Western Malayo-Polynesian non-clade","Batak, Babuyan, Palawan Batak","regular",119.08,10.25,"FALSE","spoken",,"Greater Central Philippine",,,"Batak, Batak, Babuyan, Palawan Batak","hunting/fishing/foraging","bya","bata1301","bata1301","Eurasia","S/SE Asia","Oceania","Eurasia"
1078,"Alas","Austronesian",,"Malayo-Polynesian",,,"Alas, Batak Alas-Kluet","regular",97.83,3.67,"FALSE","spoken",,"Northwest Sumatra-Barrier Islands",,,"Alas, Alas, Batak Alas-Kluet",,"btz","bata1292","bata1292","Eurasia","S/SE Asia","Southeast Asia","Eurasia"
1079,"Beothuk","Beothuk",,,,,"Beothuk","regular",-57,48,"FALSE","spoken",,,,"Beothuk","Beothuk, Beothuk","hunting/fishing/foraging","bue","beot1247","beot1247","North America","E N America","E North America","Americas"
1080,"Bushoong","Benue-Congo",,"Bantoid","Niger-Congo","Bantu (narrow)","Bushoong","regular",21.5,-4.5,"FALSE","spoken",,,,,"Bushoong, Bushoong",,"buf","bush1247","bush1247","Africa","Africa","S Africa","Africa"
1081,"Punu","Miao-Yao",,,,,"Bunu,Punu","regular",107,24,"FALSE","spoken",,,"Hmong-Mien","Miao-Yao, Hmong-Mien","Punu, Bunu,Punu",,"bwx","buna1273","buna1273","Eurasia","S/SE Asia","Southeast Asia","Eurasia"
1082,"Bukusu","Benue-Congo",,"Bantoid","Niger-Congo","Bantu (narrow)","Bukusu","regular",34.67,0.75,"FALSE","spoken",,,,,"Bukusu, Bukusu",,"bxk","buku1249","buku1249","Africa","Africa","S Africa","Africa"
1083,"Bulu","Benue-Congo",,"Bantoid","Niger-Congo","Bantu (narrow)","Bulu","regular",11,3,"FALSE","spoken",,,,,"Bulu, Bulu",,"bum","bulu1251","bulu1251","Africa","Africa","African Savannah","Africa"
1084,"Buin","South Bougainville",,,,,"Buin","regular",155.75,-6.75,"FALSE","spoken",,,"East Bougainville","South Bougainville, East Bougainville","Buin, Buin",,"buo","tere1278","tere1278","Pacific","NG and Oceania","Oceania","Pacific"
1085,"Bura-Pabir","Chadic",,"Biu-Mandara (Central Chadic)","Afroasiatic",,"Bura-Pabir","regular",12.25,10.5,"FALSE","spoken",,,,,"Bura-Pabir, Bura-Pabir",,"bwr","bura1292","bura1292","Africa","Africa","African Savannah","Africa"
1086,"Bubi","Benue-Congo",,"Bantoid","Niger-Congo","Bantu (narrow)","Bubi","regular",8.67,3.5,"FALSE","spoken",,,,,"Bubi, Bubi",,"bvb","bube1242","bube1242","Africa","Africa","African Savannah","Africa"
1087,"Birri","Bongo-Bagirmi",,,"Central Sudanic",,"Birri","regular",25.17,5.5,"FALSE","spoken",,,,"Bongo-Bagirmi","Birri, Birri",,"bvq","birr1240","birr1240","Africa","Africa","African Savannah","Africa"
1088,"Burarra","Burraran",,,"Maningrida (Arnhem Land Family)",,"Burarra","regular",134.58,-12.25,"FALSE","spoken",,,,"Burraran","Burarra, Burarra","hunting/fishing/foraging","bvr","bura1267","bura1267","Australia","Australia","N Australia","Pacific"
1089,"Sign Language Flemish","Sign Language Flemish",,,,,"Vlaamse Gebarentaal, Sign Language Flemish","regular",4,51,"FALSE","signed",,,,"Sign Language Flemish","Sign Language Flemish, Vlaamse Gebarentaal, Sign Language Flemish",,"vgt","vlaa1235","vlaa1235","Eurasia","W and SW Eurasia","Europe","Eurasia"
1090,"Babole","Benue-Congo",,"Bantoid","Niger-Congo","Bantu (narrow)","Babole","regular",17.25,1.08,"FALSE","spoken",,,,,"Babole, Babole",,"bvx","dibo1245","dibo1245","Africa","Africa","S Africa","Africa"
1091,"Karen (Bwe)","Sino-Tibetan",,"Karenic",,,"Karen (Bwe)","regular",97,19.5,"FALSE","spoken",,,,,"Karen (Bwe), Karen (Bwe)",,"bwe","bwek1238","bwek1238","Eurasia","S/SE Asia","Southeast Asia","Eurasia"
1092,"Shinassha","Omotic",,,"Afroasiatic",,"Shinassha","regular",36.17,10.42,"FALSE","spoken",,,,"Omotic","Shinassha, Shinassha",,"bwo","boro1277","boro1277","Africa","Africa","Greater Abyssinia","Africa"
1093,"Buli (Ghana)","Gur",,"North Gur","Niger-Congo",,"Buli (Ghana)","regular",-1.25,10.5,"FALSE","spoken",,,,,"Buli (Ghana), Buli (Ghana)",,"bwu","buli1254","buli1254","Africa","Africa","African Savannah","Africa"
1094,"Bashkir","Turkic",,"Common Turkic","Altaic","Kipchak (Northwest Turkic)","Bashkir","regular",58,53,"FALSE","spoken",,,,,"Bashkir, Bashkir",,"bak","bash1264","bash1264","Eurasia","N-C Asia","Inner Asia","Eurasia"
1095,"Buriat","Mongolic",,,"Altaic",,"Buriat, Buryat, Burjat","regular",108,52,"FALSE","spoken",,,"Mongolian","Mongolic, Mongolian","Buriat, Buriat, Buryat, Burjat",,"bua","buri1258","buri1258","Eurasia","N-C Asia","Inner Asia","Eurasia"
1096,"Purki","Sino-Tibetan",,"Bodic",,"Tibetan","Purki","regular",76,34.67,"FALSE","spoken","Himalaya","Western Archaic Tibetan",,,"Purki, Purki",,"prx","puri1258","puri1258","Eurasia","S/SE Asia","Indic","Eurasia"
1097,"Bilin","Cushitic",,"Central Cushitic","Afroasiatic",,"Bilin","regular",38.5,15.75,"FALSE","spoken",,,,,"Bilin, Bilin",,"byn","bili1260","bili1260","Africa","Africa","Greater Abyssinia","Africa"
1098,"Baruya","Angan",,,,,"Baruya","regular",145.92,-6.92,"FALSE","spoken",,,,"Angan","Baruya, Baruya",,"byr","baru1267","baru1267","Pacific","NG and Oceania","Interior New Guinea","Pacific"
1099,"Balinese","Austronesian",,"Malayo-Polynesian",,"Western Malayo-Polynesian non-clade","Balinese, Bali","regular",115.25,-8.33,"FALSE","spoken",,"Bali-Sasak",,,"Balinese, Balinese, Bali",,"ban","bali1278","bali1278","Eurasia","S/SE Asia","Southeast Asia","Eurasia"
1100,"Boiken","Sepik",,"Middle Sepik (Ndu)",,,"Boiken, Nucum, Yangoru, Yengoru","regular",143.5,-3.5,"FALSE","spoken",,,,,"Boiken, Boiken, Nucum, Yangoru, Yengoru","agricultural/pastoral","bzf","boik1241","boik1241","Pacific","NG and Oceania","N Coast New Guinea","Pacific"
1101,"Mískito Coast English Creole","Mískito Coast English Creole",,,,,"Mískito Coast English Creole","creole",-88.83,16.25,"FALSE","spoken",,,,"Mískito Coast English Creole","Mískito Coast English Creole, Mískito Coast English Creole",,"bzk","nica1252","nica1252","North America","C America","Mesoamerica","Americas"
1102,"Buli (Indonesia)","Austronesian",,"Malayo-Polynesian",,"South Halmahera-Western New Guinea (SHWNG)","Buli (Indonesia)","regular",128.5,1,"FALSE","spoken",,,,,"Buli (Indonesia), Buli (Indonesia)",,"bzq","buli1255","buli1255","Eurasia","NG and Oceania","Oceania","Pacific"
1103,"Biri","Pama-Nyungan",,"Maric","Macro-Pama-Nyungan",,"Biri","regular",146.5,-20.5,"FALSE","spoken",,,,,"Biri, Biri","hunting/fishing/foraging","bzr","biri1256","biri1256","Australia","Australia","S Australia","Pacific"
1104,"Sign Language Brazilian","Sign Language Brazilian",,,,,"Língua de Sinais Brasileira,Sign Language Brazilian","regular",-48,-15,"FALSE","signed",,,,"Sign Language Brazilian","Sign Language Brazilian, Língua de Sinais Brasileira,Sign Language Brazilian",,"bzs","braz1236","braz1236","South America","S America","NE South America","Americas"
1105,"Chortí","Mayan",,"Greater Tzeltalan",,"Cholan","Chorti,Chortí","regular",-89.25,14.83,"FALSE","spoken",,,,,"Chortí, Chorti,Chortí",,"caa","chor1273","chor1273","North America","C America","Mesoamerica","Americas"
1106,"Garífuna","Arawakan",,"Caribbean",,,"Caribe, Carib (Central America), Black Carib, Garífuna","regular",-88,15.67,"FALSE","spoken",,,,,"Garífuna, Caribe, Carib (Central America), Black Carib, Garífuna",,"cab","gari1256","gari1256","South America","C America","Mesoamerica","Americas"
1107,"Chuj","Mayan",,"Greater Kanjobalan",,"Chujean","Chuj","regular",-91.58,15.92,"FALSE","spoken",,,,,"Chuj, Chuj",,"cac","chuj1250","chuj1250","North America","C America","Mesoamerica","Americas"
1108,"Caddo","Caddoan",,,,,"Caddo","regular",-93.5,33.33,"FALSE","spoken",,,,"Caddoan","Caddo, Caddo",,"cad","cadd1256","cadd1256","North America","E N America","Basin and Plains","Americas"
1109,"Chulupí","Matacoan",,,,,"Nivaklé, Chulupi, Chulupí","regular",-60.5,-23.5,"FALSE","spoken",,,"Mataco-Mataguayan, Mataguayan","Matacoan, Mataco-Mataguayan, Mataguayan","Chulupí, Nivaklé, Chulupi, Chulupí","hunting/fishing/foraging","cag","niva1238","niva1238","South America","S America","SE South America","Americas"
1110,"Carolinian","Austronesian",,"Malayo-Polynesian",,"Oceanic","Carolinian","regular",145.75,15.2,"FALSE","spoken",,"Micronesian",,,"Carolinian, Carolinian",,"cal","caro1242","caro1242","Eurasia","NG and Oceania","Oceania","Pacific"
1111,"Cèmuhî","Austronesian","Southern Melanesian","Malayo-Polynesian",,"Oceanic","Cemuhî, Cemuhi, Cèmuhî","regular",165.17,-20.83,"FALSE","spoken",,"Southern Oceanic linkage",,,"Cèmuhî, Cemuhî, Cemuhi, Cèmuhî",,"cam","cemu1238","cemu1238","Eurasia","NG and Oceania","Oceania","Pacific"
1112,"Chambri","Lower Sepik - Ramu",,"Lower Sepik","Torricelli-Lower Sepik",,"Chambri","regular",143.08,-4.17,"FALSE","spoken",,,,,"Chambri, Chambri","agricultural/pastoral","can","cham1313","cham1313","Pacific","NG and Oceania","N Coast New Guinea","Pacific"
1113,"Chácobo","Pano-Tacanan",,"Panoan",,,"Chacobo, Chákobo, Chácobo","regular",-66.75,-12.17,"FALSE","spoken",,,,,"Chácobo, Chacobo, Chákobo, Chácobo",,"cao","chac1251","chac1251","South America","S America","NE South America","Americas"
1114,"Carrier","Na-Dene",,"Athabaskan",,,"Carrier","regular",-123.5,53.75,"FALSE","spoken",,,,,"Carrier, Carrier","hunting/fishing/foraging","crx","carr1249","carr1249","North America","W N America","Alaska-Oregon","Americas"
1115,"Mosetén","Mosetén",,,"Mosetén-Chon",,"Moseteno, Tsimané, Chimane, Mosetén","regular",-67.83,-14.75,"FALSE","spoken",,,"Mosetenan","Mosetén, Mosetenan","Mosetén, Moseteno, Tsimané, Chimane, Mosetén","agricultural/pastoral","cas","mose1249","mose1249","South America","S America","NE South America","Americas"
1116,"Cavineña","Pano-Tacanan",,"Tacanan",,,"Kavinenya,Cavineña","regular",-66.5,-13.33,"FALSE","spoken",,,,,"Cavineña, Kavinenya,Cavineña","hunting/fishing/foraging","cav","cavi1250","cavi1250","South America","S America","NE South America","Americas"
1117,"Chiquito","Macro-Ge",,"Chiquitano",,,"Chiquito, Chiquitano","regular",-60,-17.5,"FALSE","spoken",,,,,"Chiquito, Chiquito, Chiquitano",,"cax","chiq1248","chiq1248","South America","S America","NE South America","Americas"
1118,"Cayuga","Iroquoian","Seneca-Cayuga","Northern Iroquoian",,"Five Nations-Huronian-Susquehannock (Proto-Lake Iroquoian)","Cayuga","regular",-76.75,42.75,"FALSE","spoken",,"Five Nations",,,"Cayuga, Cayuga",,"cay","cayu1261","cayu1261","North America","E N America","E North America","Americas"
1119,"Carapana","Tucánoan",,,,,"Carapana","regular",-70.75,0.83,"FALSE","spoken",,,,"Tucánoan","Carapana, Carapana",,"cbc","cara1272","cara1272","South America","S America","NE South America","Americas"
1120,"Carijona","Cariban",,,,,"Carijona","regular",-73,1,"FALSE","spoken",,,"Carib","Cariban, Carib","Carijona, Carijona",,"cbd","cari1279","cari1279","South America","S America","NE South America","Americas"
1121,"Muisca","Chibchan",,,,,"Muisca","regular",-74,5,"FALSE","spoken",,,,"Chibchan","Muisca, Muisca",,"chb","chib1270","chib1270","North America","S America","NE South America","Americas"
1122,"Chimila","Chibchan",,,,,"Chimila","regular",-74,10,"FALSE","spoken",,,,"Chibchan","Chimila, Chimila",,"cbg","chim1309","chim1309","North America","S America","NE South America","Americas"
1123,"Cayapa","Barbacoan",,,"Paesan-Barbacoan",,"Cayapa","regular",-79,0.67,"FALSE","spoken",,,,"Barbacoan","Cayapa, Cayapa",,"cbi","chac1249","chac1249","South America","S America","Andean","Americas"
1124,"Chavacano","Chavacano",,,,,"Chavacano","creole",122.08,7,"FALSE","spoken",,,,"Chavacano","Chavacano, Chavacano",,"cbk","chav1241","chav1241","Eurasia","S/SE Asia","Oceania","Eurasia"
1125,"Nyah Kur (Tha Pong)","Austroasiatic",,"Southern Mon-Khmer",,"Monic","Nyah Kur (Tha Pong)","regular",101.67,15.67,"FALSE","spoken",,,,,"Nyah Kur (Tha Pong), Nyah Kur (Tha Pong)",,"cbn","nyah1250","nyah1250","Eurasia","S/SE Asia","Southeast Asia","Eurasia"
1126,"Cashibo","Pano-Tacanan",,"Panoan",,,"Cashibo","regular",-75.5,-8.5,"FALSE","spoken",,,,,"Cashibo, Cashibo",,"cbr","cash1251","cash1251","South America","S America","NE South America","Americas"
1127,"Kakua","Kakua-Nukak",,,,,"Cacua","regular",-70,1.08,"FALSE","spoken",,,"Cacua-Nukak","Kakua-Nukak, Cacua-Nukak","Kakua, Cacua","hunting/fishing/foraging","cbv","cacu1241","cacu1241","South America","S America","NE South America","Americas"
1128,"Chinantec (Comaltepec)","Otomanguean",,"Chinantecan",,,"Chinantec (Comaltepec), Jmii’","regular",-96.42,17.58,"FALSE","spoken",,,,,"Chinantec (Comaltepec), Chinantec (Comaltepec), Jmii’","agricultural/pastoral","cco","coma1246","coma1246","North America","C America","Mesoamerica","Americas"
1129,"Zhuang (Northern)","Tai-Kadai",,,,,"Zhuang (Northern)","regular",108,24,"FALSE","spoken",,,,"Tai-Kadai","Zhuang (Northern), Zhuang (Northern)",,"zha","nort3189","nort3189","Eurasia","S/SE Asia","Southeast Asia","Eurasia"
1130,"Chepang","Sino-Tibetan",,"Remnant Himalayish",,,"Chepang","regular",84.75,27.67,"FALSE","spoken","Himalaya",,,,"Chepang, Chepang","agricultural/pastoral","cdm","chep1245","chep1245","Eurasia","S/SE Asia","Indic","Eurasia"
