LID,Glottocode,Language,CohesionPatternLoc,MphmTypesInCohDomainProp,MphmTypesInCohPrefixDomainProp,MphmTypesInCohSuffixDomainProp,MphmTypesInCohStemDomainProp,MphmTypesInCohDomain,MphmTypesInCohDomainBinned77,CoherentEncliticBoundaryPresence,CoherentEnclEnclBoundaryPresence,CohPatternOutputOrigin,MphmTypesInCohDomainMultistemPresence,CohesionPatternLabel,CohesionPatternBinned18,CohesionPatternBinned12,CohesionPatternBinned4,CoherentPrefixBoundaryPresence,CoherentPrefixPrefixBoundaryPresence,CoherentPrefixStemBoundaryPresence,CoherentProclBoundaryPresence,CoherentProclPrefixBoundaryPresence,CoherentProclProcliticBoundaryPresence,CoherentProclStemBoundaryPresence,CohesionPatternDataSourceType,NumberMphmTypesInCohDomain,NumberMphmTypesInCohPrefixDomain,NumberMphmTypesInCohSuffixDomain,CoherentStemBoundaryPresence,CoherentStemEnclBoundaryPresence,CoherentStemEndoclBoundaryPresence,CoherentStemInfixBoundaryPresence,CoherentStemSuffixBoundaryPresence,CohesionPatternStressPresence,CohPatternStructurePreservingPresence,CoherentSuffixBoundaryPresence,CoherentSuffixEnclBoundaryPresence,CoherentSuffixSuffixBoundaryPresence,SurveyStatus,CohesionPatternType,MphmTypesInCohPrefixDomainPropBinned3,MphmTypesInCohSuffixDomainPropBinned3,MphmTypesInCohStemDomainPropBinned3
725,ital1282,Italian,left edge,0.666666666666667,1,1,2,stem + stem,22,,,,phrasal,"*V if mid: e, o (/e, o/ are banned here/do not occur in this domain); this constraint is resolved by: vowel deletion/syllable deletion (removal of a vowel constituent; if vowel is syllabic then same as syllable deletion)",deletion,process,segmental,0,0,0,,,,,Other published sources,2,2,2,0,,,,0,other,,0,,0,not yet exhaustive,P Domain,medium,medium,low
674,limb1266,Limbu,left edge,1,1,1,1,stem ± prefix ± suffix ± postposed particle,56,0,1,Lexical,subphrasal,*C if r (The consonant /r/ is not permitted/does not occur in this domain),constraint,constraint,segmental,0,1,1,,,,,Grammar Explicit,4,2,3,1,1,,,1,other,structure_preserving,0,1,1,pword exhaustive (double-checked),P Domain,medium,medium,low
101,hixk1239,Hixkaryana,left edge,0.8,0.6666666666666667,1,1,stem ± prefix ± suffix ± postposed particle,56,0,1,Non-Lexical,subphrasal,Secondary Stress Here (Secondary Stress is realized in the specified place in this domain),stress,stress,suprasegmental,0,1,1,0,0,0,0,Questionnaire,4,2,3,1,1,,,1,stress-related,non_structure_preserving,0,1,1,pword exhaustive (double-checked),P Domain,low,medium,low
101,hixk1239,Hixkaryana,left edge,0.2,0.3333333333333333,0,0,prefix,5,0,0,Unknown,subphrasal,"*V if High Vowels (i, u) (These vowels not permitted/non-occurring/deleted in this domain); this constraint is resolved by: vowel deletion/syllable deletion (removal of a vowel constituent; if vowel is syllabic then same as syllable deletion)",deletion,process,segmental,1,1,0,0,0,0,0,Questionnaire,1,1,0,0,0,,,0,other,non_structure_preserving,0,0,0,pword exhaustive (double-checked),P Domain,low,low,low
101,hixk1239,Hixkaryana,left edge,0.2,0.3333333333333333,0.3333333333333333,1,stem,2,0,0,Unknown,subphrasal,V: (Vowel lengthening) (In this domain a vowel is lengthened); this constraint is resolved by: Vowel Lengthening (a vowel is lengthened under these conditions),quantity,quantity,suprasegmental,0,0,0,0,0,0,0,Questionnaire,1,1,1,1,0,,,0,other,non_structure_preserving,0,0,0,pword exhaustive (double-checked),P Domain,low,low,low
101,hixk1239,Hixkaryana,spans,0.8,0.6666666666666667,1,1,stem ± prefix ± suffix ± postposed particle,56,0,1,Unknown,subphrasal,V: (Vowel lengthening) (In this domain a vowel is lengthened); this constraint is resolved by: Vowel Lengthening (a vowel is lengthened under these conditions),quantity,quantity,suprasegmental,0,1,1,0,0,0,0,Questionnaire,4,2,3,1,1,,,1,other,non_structure_preserving,0,1,1,pword exhaustive (double-checked),P Domain,low,medium,low
101,hixk1239,Hixkaryana,right edge,0.6,0.6666666666666667,0.6666666666666667,1,stem ± prefix ± suffix,18,0,0,Lexical,subphrasal,"Vowel Harmony (There is an unspecified type of vowel harmony in this domain); this constraint is resolved by: vowel assimilation, backness is dominant (‘back’ vowels are dominant and determine nature of assimilation)",vowel_harmony,process,segmental,0,1,1,0,0,0,0,Questionnaire,3,2,2,0,0,,,1,other,structure_preserving,0,0,0,pword exhaustive (double-checked),P Domain,low,low,low
101,hixk1239,Hixkaryana,left edge,0.6,1,0.3333333333333333,1,stem + preposed part + prefix,65,0,0,Lexical,subphrasal,"Vowel Harmony (There is an unspecified type of vowel harmony in this domain); this constraint is resolved by: assimilation (assimilation or association of some feature, other features unknown or irrelevant)",vowel_harmony,process,segmental,0,0,1,0,1,0,1,Questionnaire,3,3,1,0,0,,,0,other,structure_preserving,0,0,0,pword exhaustive (double-checked),P Domain,medium,low,low
101,hixk1239,Hixkaryana,right edge,0.6,0.3333333333333333,1,1,stem ± suffix ± post particle,50,0,0,Lexical,subphrasal,/h/ > [p] Alternation (Onset /h/ has allophone [p] in this domain); this constraint is resolved by: fortition (strengthening/increase of overall strength of segment),strengthening,process,segmental,0,0,0,0,0,0,0,Questionnaire,3,1,3,1,1,,,1,other,structure_preserving,0,1,1,pword exhaustive (double-checked),P Domain,low,medium,low
101,hixk1239,Hixkaryana,right edge,0.4,0.6666666666666667,0.6666666666666667,2,stem + stem,22,,0,Lexical,phrasal,/h/ > [p] Alternation (Onset /h/ has allophone [p] in this domain); this constraint is resolved by: fortition (strengthening/increase of overall strength of segment),strengthening,process,segmental,0,0,0,0,0,0,0,Questionnaire,2,2,2,0,0,,,0,other,structure_preserving,0,0,0,pword exhaustive (double-checked),P Domain,low,low,low
179,mart1255,Martuthunira,right edge,0.25,0.5,0.3333333333333333,1,stem,2,0,0,Lexical,subphrasal,Superheavy V:C only Here (This type of superheavy syllable (long vowel + coda) occurs only in this domain),constraint,constraint,segmental,0,0,0,,,,,Questionnaire,1,1,1,1,0,,,0,other,structure_preserving,0,0,0,pword exhaustive (double-checked),P Domain,low,low,low
179,mart1255,Martuthunira,left edge,0.5,0.5,0.6666666666666667,1,stem ± suffix,3,0,0,Lexical,subphrasal,Exactly 1 Main Stress (In this domain there is exactly one main stress; the location of stress is morphologically determined but stress itself spans the domain),stress,stress,suprasegmental,0,0,0,,,,,Questionnaire,2,1,2,1,0,,,1,stress-related,structure_preserving,0,0,1,pword exhaustive (double-checked),P Domain,low,low,low
179,mart1255,Martuthunira,left edge,0.25,0,0.3333333333333333,0,suffix,21,0,0,Lexical,subphrasal,Exactly 1 Main Stress (In this domain there is exactly one main stress; the location of stress is morphologically determined but stress itself spans the domain),stress,stress,suprasegmental,0,0,0,,,,,Questionnaire,1,0,1,0,0,,,0,stress-related,structure_preserving,1,0,0,pword exhaustive (double-checked),P Domain,low,low,low
179,mart1255,Martuthunira,right edge,0.5,0.5,0.6666666666666667,1,stem + postposed particle,49,0,0,,subphrasal,"*C1.C2 if C1 /n/ or /l/ (a ban on consonant clusters that cross a syllable boundary in this domain if the first C is /n/ or /l/); this constraint is resolved by: vowel/syllable insertion (insertion of a vowel constituent; can include a syllabic vowel, thereby being same as syllable insertion)",insertion,process,segmental,0,0,0,,,,,Questionnaire,2,1,2,0,1,,,0,other,,0,0,0,pword exhaustive (double-checked),P Domain,low,low,low
179,mart1255,Martuthunira,spans,0.5,0.5,0.6666666666666667,1,stem + postposed particle,49,0,0,,subphrasal,"*C1.C2 if C1 /l/ or /n/ (a ban on consonant clusters that cross a syllable boundary in this domain if the first C is /l/ or /n/); this constraint is resolved by: vowel/syllable insertion (insertion of a vowel constituent; can include a syllabic vowel, thereby being same as syllable insertion)",insertion,process,segmental,0,0,0,,,,,Questionnaire,2,1,2,0,1,,,0,other,,0,0,0,pword exhaustive (double-checked),P Domain,low,low,low
179,mart1255,Martuthunira,right edge,0.5,0.5,0.6666666666666667,1,stem + suffix,3,0,0,,subphrasal,*C if k (/k/ as an onset is banned in this domain); this constraint is resolved by: consonant deletion (removal of a consonant constituent),deletion,process,segmental,0,0,0,,,,,Questionnaire,2,1,2,0,0,,,1,other,,0,0,0,pword exhaustive (double-checked),P Domain,low,low,low
179,mart1255,Martuthunira,right edge,0.5,0.5,0.6666666666666667,1,stem + suffix,3,0,0,,subphrasal,"Vowel Harmony (There is an unspecified type of vowel harmony in this domain); this constraint is resolved by: perseverative spread/assimilation (extension of association of feature(s) of one constituent to another, based on what precedes (“progressive”))",vowel_harmony,process,segmental,0,0,0,,,,,Questionnaire,2,1,2,0,0,,,1,other,,0,0,0,pword exhaustive (double-checked),P Domain,low,low,low
179,mart1255,Martuthunira,right edge,0.5,0,0.6666666666666667,0,suffix + suffix,17,0,0,,subphrasal,Syllable Reduction (There is a reduction in number of syllables in this domain); this constraint is resolved by: vowel deletion/syllable deletion (removal of a vowel constituent; if vowel is syllabic then same as syllable deletion),deletion,process,segmental,0,0,0,,,,,Questionnaire,2,0,2,0,0,,,0,other,,0,0,1,pword exhaustive (double-checked),P Domain,low,low,low
179,mart1255,Martuthunira,right edge,0.5,0.5,0.6666666666666667,1,stem + suffix,3,0,0,,subphrasal,"Suffix Allomorphy: vowel change (Depending on phonological factors, the vowel of the suffix changes)",allomorphy,allomorphy,allomorphy,0,0,0,,,,,Questionnaire,2,1,2,0,0,,,1,other,,0,0,0,pword exhaustive (double-checked),P Domain,low,low,low
179,mart1255,Martuthunira,right edge,0.5,0.5,0.6666666666666667,1,stem + suffix,3,0,0,,subphrasal,"Suffix Allomorphy: Syllable deletion (Depending on phonological factors, a syllable of the suffix is deleted); this constraint is resolved by: vowel deletion/syllable deletion (removal of a vowel constituent; if vowel is syllabic then same as syllable deletion)",deletion,process,segmental,0,0,0,,,,,Questionnaire,2,1,2,0,0,,,1,other,,0,0,0,pword exhaustive (double-checked),P Domain,low,low,low
179,mart1255,Martuthunira,right edge,0.5,0.5,0.6666666666666667,1,stem + suffix,3,0,0,,subphrasal,General suffix allomorphy (Entire phonological domain of this element changes in this morpho-syntactic domain); this constraint is resolved by: allomorphy (surfacing of a variant morpheme),allomorphy,allomorphy,allomorphy,0,0,0,,,,,Questionnaire,2,1,2,0,0,,,1,other,,0,0,0,pword exhaustive (double-checked),P Domain,low,low,low
389,udii1243,Udi,right edge,0.666666666666667,1,0,1,stem piece 1+ inter unrestr particle,34,,,,subphrasal,"/n/ > [l, r] alternation (In this domain /n/ alternates with [l, r])",allophony,allophony,segmental,,,,,,,,Other published sources,2,1,0,0,,1,,0,other,,0,,0,not yet exhaustive,P Domain,medium,low,low
389,udii1243,Udi,right edge,0.666666666666667,1,1,1,stem ± suffix,3,,,Lexical,subphrasal,Exactly 1 Main Stress (In this domain there is exactly one main stress; the location of stress is morphologically determined but stress itself spans the domain),stress,stress,suprasegmental,,,,,,,,Other published sources,2,1,2,1,,0,,1,stress-related,structure_preserving,0,,1,not yet exhaustive,P Domain,medium,medium,low
389,udii1243,Udi,spans,1.33333333333333,1,1.5,1,both stem pieces ± suffixes ± post particles ± inter particles,47,,,,subphrasal,No Gapping Word (no piece or sub-part in this domain can be gapped in its second occurrence in a sentence),morphosyntactic,morphosyntactic,morphosyntactic,,,,,,,,Other published sources,4,1,3,1,,1,,1,,,0,,1,not yet exhaustive,G Domain,medium,medium,low
389,udii1243,Udi,spans,1.33333333333333,1,1.5,1,both stem pieces ± suffixes ± post particles ± inter particles,47,,,,subphrasal,Anaphoric Island Word (No sub-piece of this domain can be replaced with pro-forms ),morphosyntactic,morphosyntactic,morphosyntactic,,,,,,,,Other published sources,4,1,3,1,,1,,1,,,0,,1,not yet exhaustive,G Domain,medium,medium,low
389,udii1243,Udi,spans,1.33333333333333,1,1.5,1,both stem pieces ± suffixes ± post particles ± inter particles,47,,,,subphrasal,No Conjoining Word (The sub-parts of this domain cannot be conjoined--only the domain in its entirety may be conjoined),morphosyntactic,morphosyntactic,morphosyntactic,,,,,,,,Other published sources,4,1,3,1,,1,,1,,,0,,1,not yet exhaustive,G Domain,medium,medium,low
389,udii1243,Udi,spans,0.666666666666667,2,0.5,1,both stem pieces + preposed particle,81,,,,subphrasal,Particle Host Word (This domain in its entirety must host particles or a particular particle (to be specified in strata)),morphosyntactic,morphosyntactic,morphosyntactic,,,,,,,,Other published sources,2,2,1,0,,0,,0,,,0,,0,not yet exhaustive,G Domain,high,low,low
389,udii1243,Udi,spans,0.333333333333333,1,0.5,1,stem,2,,,,subphrasal,Derivational Morphology Host Word (this domain hosts derivational morphology),morphosyntactic,morphosyntactic,morphosyntactic,,,,,,,,Other published sources,1,1,1,1,,0,,0,,,0,,0,not yet exhaustive,G Domain,medium,low,low
389,udii1243,Udi,spans,0.333333333333333,1,0.5,1,stem,2,,,,subphrasal,Focus Word (this domain bears a regular (non-metalinguistic) focus),morphosyntactic,morphosyntactic,morphosyntactic,,,,,,,,Other published sources,1,1,1,1,,0,,0,,,0,,0,not yet exhaustive,G Domain,medium,low,low
677,swed1254,Swedish,spans,0.6,1,1,2,stem + stem ± suffix,19,,,Unknown,phrasal,"Assimilation: Retroflextion (There is a spread of retroflexion manner across this domain); this constraint is resolved by: anticipatory spread/assimilation (extension of association of feature(s) of one constituent to another, based on what follows (“regressive”))",assimilation,process,segmental,,,,,,,,Questionnaire,3,2,3,1,,,,1,other,non_structure_preserving,,,1,pword exhaustive,P Domain,medium,medium,low
677,swed1254,Swedish,right edge,0.4,0.5,0.6666666666666667,1,stem + suffix,3,0,0,Lexical,subphrasal,"Superheavy V:CC only Here (This type of superheavy rhyme is permitted only in this domain; not span in domain because it is the rhyme that is relevant; may align with right edge of gram domain, but not necessarily)",constraint,constraint,segmental,0,0,0,,,,,Questionnaire,2,1,2,0,0,,,1,other,structure_preserving,0,0,0,pword exhaustive,P Domain,low,low,low
677,swed1254,Swedish,right edge,0.6,0.5,1,1,stem + suffix ± suffix,96,0,0,Lexical,subphrasal,Superheavy Syllable V:CCC (This type of superheavy syllable only in this domain),constraint,constraint,segmental,0,0,0,,,,,Questionnaire,3,1,3,0,0,,,1,other,structure_preserving,0,0,1,pword exhaustive,P Domain,low,medium,low
87,stan1295,German,right edge,0.714285714285714,0.8,0.6666666666666667,1,Stem ± Prefixes ± Suffix,93,0,0,Unknown,subphrasal,"*V if short nonlow, lax, full (These vowels are banned in this domain: [ɪ,ʏ,ʊ,ɛ,œ,ɔ])",constraint,constraint,segmental,0,0,1,0,0,0,0,Other published sources,5,4,2,1,0,,,1,other,non_structure_preserving,0,0,0,pword exhaustive (double-checked),P Domain,medium,low,low
87,stan1295,German,Min Domain,0.428571428571429,0.4,0.6666666666666667,1,stem ± prefix ± suffix,18,0,0,Lexical,subphrasal,"Min Bimora, General (This domain must minimally be bimoraic (CV: or CVC))",size_related,size_related,size_related,0,1,1,0,0,0,0,Other published sources,3,2,2,0,0,,,1,other,structure_preserving,0,0,0,pword exhaustive (double-checked),P Domain,low,low,low
87,stan1295,German,Min Domain,0.142857142857143,0.2,0,0,prefix,5,0,0,Lexical,subphrasal,"Min Bimora, General (This domain must minimally be bimoraic (CV: or CVC))",size_related,size_related,size_related,1,1,0,0,0,0,0,Other published sources,1,1,0,0,0,,,0,other,structure_preserving,0,0,0,pword exhaustive (double-checked),P Domain,low,low,low
87,stan1295,German,medial,0.285714285714286,0.2,0.6666666666666667,1,stem ± suffix,3,0,0,Lexical,subphrasal,"*CC if /tl, dl/ (These onset clusters are banned in this domain)",constraint,constraint,segmental,0,0,0,0,0,0,0,Other published sources,2,1,2,1,0,,,1,other,structure_preserving,0,0,1,pword exhaustive (double-checked),P Domain,low,low,low
87,stan1295,German,left edge,0.285714285714286,0.2,0.6666666666666667,1,stem + suffix,3,0,0,N/A,subphrasal,*C if s (In this domain the onset fricative /s/ is not permitted/does not occur),constraint,constraint,segmental,0,0,0,0,0,0,0,Other published sources,2,1,2,0,0,,,1,other,non_structure_preserving,0,0,0,pword exhaustive (double-checked),P Domain,low,low,low
87,stan1295,German,left edge,0.285714285714286,0.2,0.6666666666666667,1,stem + suffix,3,0,0,N/A,subphrasal,*C if Velar Nasal (The velar nasal onset is banned in this domain),constraint,constraint,segmental,0,0,0,0,0,0,0,Other published sources,2,1,2,0,0,,,1,other,non_structure_preserving,0,0,0,pword exhaustive (double-checked),P Domain,low,low,low
87,stan1295,German,right edge,0.285714285714286,0.2,0.6666666666666667,1,stem ± suffix,3,0,0,Non-Lexical,subphrasal,g > [ç] alternation (The voiced velar plosive alternates with a voiceless palatal fricative in this domain); this constraint is resolved by: palatalization (assimilation or association of ‘feature’ PALATAL from one constituent to another; or surfacing of ‘feature’ palatal as a resolution),weakening,process,segmental,0,0,0,0,0,0,0,Questionnaire,2,1,2,1,0,,,1,other,non_structure_preserving,0,0,1,pword exhaustive (double-checked),P Domain,low,low,low
1682,jeha1242,Jahai,spans,0.5,0.3333333333333333,1,1,stem piece1 ± infix,35,,,,subphrasal,"Nasalization Assimilation (any segment) (There is a general nasalization process in this domain that affects both vowels and consonants; direction determined via resolution in language-specific records); this constraint is resolved by: anticipatory spread/assimilation (extension of association of feature(s) of one constituent to another, based on what follows (“regressive”))",assimilation,process,segmental,0,0,0,0,0,0,0,Grammar Explicit,2,1,1,1,,,1,,other,,,,,pword exhaustive,P Domain,low,medium,low
