"Module","Variable","VariantOf","SetUp","DataEntry","VariableType","DataType","N.levels","N.entries","N.languages","Description"
"Markers_per_language","FlexivityFormativeTense","FlexivityFormativeTense","single aggregated entry per language","derived","data","categorical",3,50,50,"Formative flexivity (allomorphy) of the exemplar  tense marker, as defined in Bickel & Nichols 2007 (in Language typology and syntactic description, ed. T, Shopen, Cambridge: Cambridge University Press). (Exemplars as defined in Bickel & Nichols 2005 in WALS; http://wals.info/chapter/s5)"
"Markers_per_language","FusionCase.binned.binned6","FusionCase","single aggregated entry per language","derived","data","categorical",4,213,213,"Phonological fusion of the exemplar case marker, as defined in Bickel & Nichols 2007 (in Language typology and syntactic description, ed. T, Shopen, Cambridge: Cambridge University Press). (Exemplars as defined in Bickel & Nichols 2005 in WALS; http://wals.info/chapter/s5)"
"Markers_per_language","FusionNegation.binned.binned6","FusionNegation","single aggregated entry per language","derived","data","categorical",3,224,224,"Phonological fusion of the exemplar negation marker, as defined in Bickel & Nichols 2007 (in Language typology and syntactic description, ed. T, Shopen, Cambridge: Cambridge University Press). (For the definition of the examplar see the Notes field; for the general notion of exemplars see Bickel & Nichols 2005 in WALS, http://wals.info/chapter/s5)"
"Markers_per_language","FusionNounPlural.binned.binned6","FusionNounPlural","single aggregated entry per language","derived","data","categorical",5,150,150,"Phonological fusion of the exemplar noun plural marker, as defined in Bickel & Nichols 2007 (in Language typology and syntactic description, ed. T, Shopen, Cambridge: Cambridge University Press). (For the definition of the examplar see the Notes field; for the general notion of exemplars see Bickel & Nichols 2005 in WALS, http://wals.info/chapter/s5)"
"Markers_per_language","FusionTense.binned.binned6","FusionTense","single aggregated entry per language","derived","data","categorical",5,167,167,"Phonological fusion of the exemplar tense marker, as defined in Bickel & Nichols 2007 (in Language typology and syntactic description, ed. T, Shopen, Cambridge: Cambridge University Press). (Exemplars as defined in Bickel & Nichols 2005 in WALS; http://wals.info/chapter/s5)"
"Markers_per_language","FusionCase","FusionCase","single aggregated entry per language","derived","data","categorical",9,398,398,"Phonological fusion of the exemplar case marker, as defined in Bickel & Nichols 2007 (in Language typology and syntactic description, ed. T, Shopen, Cambridge: Cambridge University Press). (Exemplars as defined in Bickel & Nichols 2005 in WALS; http://wals.info/chapter/s5)"
"Markers_per_language","FusionNegation","FusionNegation","single aggregated entry per language","derived","data","categorical",8,224,224,"Phonological fusion of the exemplar negation marker, as defined in Bickel & Nichols 2007 (in Language typology and syntactic description, ed. T, Shopen, Cambridge: Cambridge University Press). (For the definition of the examplar see the Notes field; for the general notion of exemplars see Bickel & Nichols 2005 in WALS, http://wals.info/chapter/s5)"
"Markers_per_language","FusionNounPlural","FusionNounPlural","single aggregated entry per language","derived","data","categorical",9,151,151,"Phonological fusion of the exemplar noun plural marker, as defined in Bickel & Nichols 2007 (in Language typology and syntactic description, ed. T, Shopen, Cambridge: Cambridge University Press). (For the definition of the examplar see the Notes field; for the general notion of exemplars see Bickel & Nichols 2005 in WALS, http://wals.info/chapter/s5)"
"Markers_per_language","FusionTense","FusionTense","single aggregated entry per language","derived","data","categorical",9,170,170,"Phonological fusion of the exemplar tense marker, as defined in Bickel & Nichols 2007 (in Language typology and syntactic description, ed. T, Shopen, Cambridge: Cambridge University Press). (Exemplars as defined in Bickel & Nichols 2005 in WALS; http://wals.info/chapter/s5)"
"Markers_per_language","FusionCase.isolating.Presence","FusionCase","single aggregated entry per language","derived","data","logical",2,213,213,"Phonological isolation of the exemplar case marker, i.e. the marker does not phonologically interact with its host in any way. Exemplars as defined in Bickel & Nichols 2005 in WALS (http://wals.info/chapter/s5)"
"Markers_per_language","FusionNegation.isolating.Presence","FusionNegation","single aggregated entry per language","derived","data","logical",2,224,224,"Phonological isolation of the exemplar negation marker, i.e. the marker does not phonologically interact with its host in any way. Exemplars as defined in Bickel & Nichols 2005 in WALS (http://wals.info/chapter/s5)"
"Markers_per_language","FusionNounPlural.isolating.Presence","FusionNounPlural","single aggregated entry per language","derived","data","logical",2,150,150,"Phonological isolation of the exemplar nominal plural marker, i.e. the marker does not phonologically interact with its host in any way. Exemplars as defined in Bickel & Nichols 2005 in WALS (http://wals.info/chapter/s5)"
"Markers_per_language","FusionTense.isolating.Presence","FusionTense","single aggregated entry per language","derived","data","logical",2,167,167,"Phonological isolation of the exemplar tense marker, i.e. the marker does not phonologically interact with its host in any way. Exemplars as defined in Bickel & Nichols 2005 in WALS (http://wals.info/chapter/s5)"
"Markers_per_language","FusionCase.nonlinear.Presence","FusionCase","single aggregated entry per language","derived","data","categorical",3,388,388,"Nonlinear realization of the exemplar case marker, as defined in Bickel & Nichols 2007 (in Language typology and syntactic description, ed. T, Shopen, Cambridge: Cambridge University Press). Exemplars as defined in Bickel & Nichols 2005 in WALS (http://wals.info/chapter/s5)"
"Markers_per_language","FusionNegation.nonlinear.Presence","FusionNegation","single aggregated entry per language","derived","data","categorical",2,224,224,"Nonlinear realization of the exemplar negation marker, as defined in Bickel & Nichols 2007 (in Language typology and syntactic description, ed. T, Shopen, Cambridge: Cambridge University Press). Exemplars as defined in Bickel & Nichols 2005 in WALS (http://wals.info/chapter/s5)"
"Markers_per_language","FusionNounPlural.nonlinear.Presence","FusionNounPlural","single aggregated entry per language","derived","data","categorical",3,151,151,"Nonlinear realization of the exemplar nominal plural marker, as defined in Bickel & Nichols 2007 (in Language typology and syntactic description, ed. T, Shopen, Cambridge: Cambridge University Press). Exemplars as defined in Bickel & Nichols 2005 in WALS (http://wals.info/chapter/s5)"
"Markers_per_language","FusionTense.nonlinear.Presence","FusionTense","single aggregated entry per language","derived","data","categorical",3,170,170,"Nonlinear realization of the exemplar tense marker, as defined in Bickel & Nichols 2007 (in Language typology and syntactic description, ed. T, Shopen, Cambridge: Cambridge University Press). Exemplars as defined in Bickel & Nichols 2005 in WALS (http://wals.info/chapter/s5)"
"Markers_per_language","FusionCase.reduplicative.Presence","FusionCase","single aggregated entry per language","derived","data","categorical",1,213,213,"Reduplicative realization of the exemplar case marker, as defined in Bickel & Nichols 2007 (in Language typology and syntactic description, ed. T, Shopen, Cambridge: Cambridge University Press). (Exemplars as defined in Bickel & Nichols 2005 in WALS; http://wals.info/chapter/s5)"
"Markers_per_language","FusionNegation.reduplicative.Presence","FusionNegation","single aggregated entry per language","derived","data","categorical",1,224,224,"Reduplicative realization of the exemplar negation marker, as defined in Bickel & Nichols 2007 (in Language typology and syntactic description, ed. T, Shopen, Cambridge: Cambridge University Press). (Exemplars as defined in Bickel & Nichols 2005 in WALS; http://wals.info/chapter/s5)"
"Markers_per_language","FusionNounPlural.reduplicative.Presence","FusionNounPlural","single aggregated entry per language","derived","data","categorical",2,150,150,"Reduplicative realization of the exemplar nominal plural marker, as defined in Bickel & Nichols 2007 (in Language typology and syntactic description, ed. T, Shopen, Cambridge: Cambridge University Press). (Exemplars as defined in Bickel & Nichols 2005 in WALS; http://wals.info/chapter/s5)"
"Markers_per_language","FusionTense.reduplicative.Presence","FusionTense","single aggregated entry per language","derived","data","categorical",2,167,167,"Reduplicative realization of the exemplar tense marker, as defined in Bickel & Nichols 2007 (in Language typology and syntactic description, ed. T, Shopen, Cambridge: Cambridge University Press). (Exemplars as defined in Bickel & Nichols 2005 in WALS; http://wals.info/chapter/s5)"
"Markers_per_language","FusionCase.tonal.Presence","FusionCase","single aggregated entry per language","derived","data","logical",2,213,213,"Tonal realization of the exemplar case marker. Exemplars as defined in Bickel & Nichols 2005 in WALS (http://wals.info/chapter/s5)"
"Markers_per_language","FusionNegation.tonal.Presence","FusionNegation","single aggregated entry per language","derived","data","logical",1,224,224,"Tonal realization of the exemplar negation marker. Exemplars as defined in Bickel & Nichols 2005 in WALS (http://wals.info/chapter/s5)"
"Markers_per_language","FusionNounPlural.tonal.Presence","FusionNounPlural","single aggregated entry per language","derived","data","logical",1,150,150,"Tonal realization of the exemplar nominal plural marker. Exemplars as defined in Bickel & Nichols 2005 in WALS (http://wals.info/chapter/s5)"
"Markers_per_language","FusionTense.tonal.Presence","FusionTense","single aggregated entry per language","derived","data","logical",2,167,167,"Tonal realization of the exemplar tense marker. Exemplars as defined in Bickel & Nichols 2005 in WALS (http://wals.info/chapter/s5)"
"Markers_per_language","MorphemeTypeCase","MorphemeTypeCase","single aggregated entry per language","derived","data","categorical",4,402,402,"Type (word or formative) of the exemplar case marker, as defined in Bickel & Nichols 2007 (in Language typology and syntactic description, ed. T, Shopen, Cambridge: Cambridge University Press). (Exemplars as defined in Bickel & Nichols 2005 in WALS; http://wals.info/chapter/s5)"
